survey_id,survey_label,question_id,given,given_game,given_chain,generation,answer
12,between-splish,473,374,between-category-game-a,splish,6,3
13,within-splish,747,374,between-category-game-a,splish,6,138
3,between,295,430,between-category-game-a,splish,6,3
12,between-splish,477,430,between-category-game-a,splish,6,3
13,within-splish,751,430,between-category-game-a,splish,6,138
3,between,296,388,between-category-game-a,splish,6,3
12,between-splish,478,388,between-category-game-a,splish,6,3
13,within-splish,752,388,between-category-game-a,splish,6,138
3,between,297,283,between-category-game-a,splish,6,3
12,between-splish,479,283,between-category-game-a,splish,6,3
13,within-splish,753,283,between-category-game-a,splish,6,138
3,between,298,332,between-category-game-a,splish,7,3
12,between-splish,480,332,between-category-game-a,splish,7,3
13,within-splish,754,332,between-category-game-a,splish,7,138
3,between,299,450,between-category-game-a,splish,7,3
12,between-splish,481,450,between-category-game-a,splish,7,3
13,within-splish,755,450,between-category-game-a,splish,7,138
3,between,300,431,between-category-game-a,splish,7,3
12,between-splish,482,431,between-category-game-a,splish,7,3
13,within-splish,756,431,between-category-game-a,splish,7,138
3,between,301,462,between-category-game-a,splish,7,3
12,between-splish,483,462,between-category-game-a,splish,7,3
13,within-splish,757,462,between-category-game-a,splish,7,138
3,between,302,383,between-category-game-a,splish,7,3
12,between-splish,484,383,between-category-game-a,splish,7,3
13,within-splish,758,383,between-category-game-a,splish,7,138
3,between,303,530,between-category-game-a,splish,7,3
12,between-splish,485,530,between-category-game-a,splish,7,3
13,within-splish,759,530,between-category-game-a,splish,7,138
3,between,304,479,between-category-game-a,splish,7,3
12,between-splish,486,479,between-category-game-a,splish,7,3
13,within-splish,760,479,between-category-game-a,splish,7,138
3,between,305,325,between-category-game-a,splish,7,3
12,between-splish,487,325,between-category-game-a,splish,7,3
13,within-splish,761,325,between-category-game-a,splish,7,138
3,between,306,375,between-category-game-a,splish,8,3
12,between-splish,488,375,between-category-game-a,splish,8,3
13,within-splish,762,375,between-category-game-a,splish,8,138
3,between,307,496,between-category-game-a,splish,8,3
12,between-splish,489,496,between-category-game-a,splish,8,3
13,within-splish,763,496,between-category-game-a,splish,8,138
3,between,308,411,between-category-game-a,splish,8,3
12,between-splish,490,411,between-category-game-a,splish,8,3
13,within-splish,764,411,between-category-game-a,splish,8,138
3,between,309,506,between-category-game-a,splish,8,3
12,between-splish,491,506,between-category-game-a,splish,8,3
13,within-splish,765,506,between-category-game-a,splish,8,138
3,between,310,435,between-category-game-a,splish,8,3
12,between-splish,492,435,between-category-game-a,splish,8,3
13,within-splish,766,435,between-category-game-a,splish,8,138
3,between,311,403,between-category-game-a,splish,9,3
12,between-splish,493,403,between-category-game-a,splish,9,3
13,within-splish,767,403,between-category-game-a,splish,9,138
3,between,312,516,between-category-game-a,splish,9,3
12,between-splish,494,516,between-category-game-a,splish,9,3
13,within-splish,768,516,between-category-game-a,splish,9,138
4,within,313,279,within-category-game-a,spliff,1,139
13,within-splish,852,279,within-category-game-a,spliff,1,139
4,within,314,362,within-category-game-a,spliff,1,139
13,within-splish,857,362,within-category-game-a,spliff,1,139
4,within,315,415,within-category-game-a,spliff,2,139
13,within-splish,770,415,within-category-game-a,spliff,2,139
4,within,316,393,within-category-game-a,spliff,2,139
13,within-splish,807,393,within-category-game-a,spliff,2,139
4,within,317,296,within-category-game-a,spliff,2,139
13,within-splish,777,296,within-category-game-a,spliff,2,139
4,within,318,381,within-category-game-a,spliff,2,139
4,within,319,467,within-category-game-a,spliff,3,139
13,within-splish,823,467,within-category-game-a,spliff,3,139
4,within,320,327,within-category-game-a,spliff,3,139
13,within-splish,773,327,within-category-game-a,spliff,3,139
4,within,321,321,within-category-game-a,spliff,3,139
4,within,322,401,within-category-game-a,spliff,3,139
13,within-splish,776,401,within-category-game-a,spliff,3,139
4,within,323,400,within-category-game-a,spliff,3,139
13,within-splish,787,400,within-category-game-a,spliff,3,139
4,within,324,302,within-category-game-a,spliff,3,139
13,within-splish,774,302,within-category-game-a,spliff,3,139
4,within,325,433,within-category-game-a,spliff,3,139
4,within,326,458,within-category-game-a,spliff,4,139
4,within,327,510,within-category-game-a,spliff,4,139
13,within-splish,796,510,within-category-game-a,spliff,4,139
4,within,328,366,within-category-game-a,spliff,4,139
13,within-splish,847,366,within-category-game-a,spliff,4,139
4,within,329,335,within-category-game-a,spliff,4,139
13,within-splish,784,335,within-category-game-a,spliff,4,139
4,within,330,295,within-category-game-a,spliff,4,139
13,within-splish,788,295,within-category-game-a,spliff,4,139
4,within,331,293,within-category-game-a,spliff,4,139
13,within-splish,848,293,within-category-game-a,spliff,4,139
4,within,332,446,within-category-game-a,spliff,4,139
13,within-splish,771,446,within-category-game-a,spliff,4,139
4,within,333,357,within-category-game-a,spliff,4,139
13,within-splish,858,357,within-category-game-a,spliff,4,139
4,within,334,409,within-category-game-a,spliff,5,139
13,within-splish,794,409,within-category-game-a,spliff,5,139
4,within,335,423,within-category-game-a,spliff,5,139
13,within-splish,786,423,within-category-game-a,spliff,5,139
4,within,336,314,within-category-game-a,spliff,5,139
4,within,337,438,within-category-game-a,spliff,6,139
13,within-splish,801,438,within-category-game-a,spliff,6,139
4,within,338,442,within-category-game-a,spliff,6,139
13,within-splish,813,442,within-category-game-a,spliff,6,139
4,within,339,346,within-category-game-a,spliff,6,139
13,within-splish,772,346,within-category-game-a,spliff,6,139
4,within,340,486,within-category-game-a,spliff,7,139
13,within-splish,866,486,within-category-game-a,spliff,7,139
4,within,341,492,within-category-game-a,spliff,7,139
4,within,342,511,within-category-game-a,spliff,8,139
13,within-splish,840,511,within-category-game-a,spliff,8,139
4,within,343,521,within-category-game-a,spliff,9,139
13,within-splish,835,521,within-category-game-a,spliff,9,139
4,within,344,473,within-category-game-a,splish,10,138
12,between-splish,496,473,within-category-game-a,splish,10,3
13,within-splish,652,473,within-category-game-a,splish,10,138
4,within,345,488,within-category-game-a,splish,11,138
12,between-splish,497,488,within-category-game-a,splish,11,3
13,within-splish,653,488,within-category-game-a,splish,11,138
4,within,346,494,within-category-game-a,splish,12,138
12,between-splish,498,494,within-category-game-a,splish,12,3
13,within-splish,654,494,within-category-game-a,splish,12,138
4,within,347,483,within-category-game-a,splish,1,138
12,between-splish,499,483,within-category-game-a,splish,1,3
13,within-splish,655,483,within-category-game-a,splish,1,138
4,within,348,315,within-category-game-a,splish,5,138
12,between-splish,520,315,within-category-game-a,splish,5,3
13,within-splish,676,315,within-category-game-a,splish,5,138
4,within,349,348,within-category-game-a,splish,5,138
12,between-splish,521,348,within-category-game-a,splish,5,3
13,within-splish,677,348,within-category-game-a,splish,5,138
4,within,350,277,within-category-game-a,splish,5,138
12,between-splish,523,277,within-category-game-a,splish,5,3
13,within-splish,679,277,within-category-game-a,splish,5,138
4,within,351,290,within-category-game-a,splish,5,138
12,between-splish,524,290,within-category-game-a,splish,5,3
13,within-splish,680,290,within-category-game-a,splish,5,138
4,within,352,402,within-category-game-a,splish,5,138
12,between-splish,525,402,within-category-game-a,splish,5,3
13,within-splish,681,402,within-category-game-a,splish,5,138
4,within,353,439,within-category-game-a,splish,5,138
12,between-splish,526,439,within-category-game-a,splish,5,3
13,within-splish,682,439,within-category-game-a,splish,5,138
4,within,354,354,within-category-game-a,splish,6,138
12,between-splish,528,354,within-category-game-a,splish,6,3
13,within-splish,684,354,within-category-game-a,splish,6,138
4,within,355,294,within-category-game-a,splish,6,138
12,between-splish,529,294,within-category-game-a,splish,6,3
13,within-splish,685,294,within-category-game-a,splish,6,138
4,within,356,337,within-category-game-a,splish,6,138
12,between-splish,530,337,within-category-game-a,splish,6,3
13,within-splish,686,337,within-category-game-a,splish,6,138
4,within,357,355,within-category-game-a,splish,6,138
12,between-splish,532,355,within-category-game-a,splish,6,3
13,within-splish,688,355,within-category-game-a,splish,6,138
4,within,358,508,within-category-game-a,splish,6,138
12,between-splish,533,508,within-category-game-a,splish,6,3
13,within-splish,689,508,within-category-game-a,splish,6,138
4,within,359,422,within-category-game-a,splish,6,138
12,between-splish,534,422,within-category-game-a,splish,6,3
13,within-splish,690,422,within-category-game-a,splish,6,138
4,within,360,520,within-category-game-a,splish,7,138
12,between-splish,537,520,within-category-game-a,splish,7,3
13,within-splish,693,520,within-category-game-a,splish,7,138
4,within,361,410,within-category-game-a,splish,7,138
12,between-splish,538,410,within-category-game-a,splish,7,3
13,within-splish,694,410,within-category-game-a,splish,7,138
4,within,362,392,within-category-game-a,splish,7,138
12,between-splish,539,392,within-category-game-a,splish,7,3
13,within-splish,695,392,within-category-game-a,splish,7,138
4,within,363,397,within-category-game-a,splish,7,138
12,between-splish,540,397,within-category-game-a,splish,7,3
13,within-splish,696,397,within-category-game-a,splish,7,138
4,within,364,364,within-category-game-a,splish,7,138
12,between-splish,541,364,within-category-game-a,splish,7,3
13,within-splish,697,364,within-category-game-a,splish,7,138
4,within,365,320,within-category-game-a,splish,7,138
12,between-splish,542,320,within-category-game-a,splish,7,3
13,within-splish,698,320,within-category-game-a,splish,7,138
4,within,366,301,within-category-game-a,splish,8,138
12,between-splish,543,301,within-category-game-a,splish,8,3
13,within-splish,699,301,within-category-game-a,splish,8,138
4,within,367,376,within-category-game-a,splish,8,138
12,between-splish,544,376,within-category-game-a,splish,8,3
13,within-splish,700,376,within-category-game-a,splish,8,138
4,within,368,460,within-category-game-a,splish,8,138
12,between-splish,545,460,within-category-game-a,splish,8,3
13,within-splish,701,460,within-category-game-a,splish,8,138
4,within,369,444,within-category-game-a,splish,8,138
12,between-splish,546,444,within-category-game-a,splish,8,3
13,within-splish,702,444,within-category-game-a,splish,8,138
4,within,370,514,within-category-game-a,splish,8,138
12,between-splish,547,514,within-category-game-a,splish,8,3
13,within-splish,703,514,within-category-game-a,splish,8,138
4,within,371,469,within-category-game-a,splish,8,138
12,between-splish,548,469,within-category-game-a,splish,8,3
13,within-splish,704,469,within-category-game-a,splish,8,138
4,within,372,324,within-category-game-a,splish,9,138
12,between-splish,549,324,within-category-game-a,splish,9,3
13,within-splish,705,324,within-category-game-a,splish,9,138
4,within,373,447,within-category-game-a,splish,9,138
12,between-splish,550,447,within-category-game-a,splish,9,3
13,within-splish,706,447,within-category-game-a,splish,9,138
4,within,374,347,within-category-game-a,sploush,1,140
13,within-splish,838,347,within-category-game-a,sploush,1,140
4,within,375,370,within-category-game-a,sploush,2,140
13,within-splish,859,370,within-category-game-a,sploush,2,140
4,within,376,395,within-category-game-a,sploush,3,140
13,within-splish,827,395,within-category-game-a,sploush,3,140
4,within,377,289,within-category-game-a,sploush,4,140
13,within-splish,783,289,within-category-game-a,sploush,4,140
4,within,378,468,within-category-game-a,sploush,4,140
13,within-splish,781,468,within-category-game-a,sploush,4,140
4,within,379,322,within-category-game-a,sploush,4,140
4,within,380,399,within-category-game-a,sploush,5,140
4,within,381,421,within-category-game-a,sploush,5,140
13,within-splish,822,421,within-category-game-a,sploush,5,140
4,within,382,276,within-category-game-a,sploush,5,140
13,within-splish,843,276,within-category-game-a,sploush,5,140
4,within,383,380,within-category-game-a,sploush,5,140
13,within-splish,856,380,within-category-game-a,sploush,5,140
4,within,384,304,within-category-game-a,sploush,5,140
13,within-splish,824,304,within-category-game-a,sploush,5,140
4,within,385,358,within-category-game-a,sploush,5,140
4,within,386,288,within-category-game-a,sploush,6,140
4,within,387,408,within-category-game-a,sploush,6,140
13,within-splish,846,408,within-category-game-a,sploush,6,140
4,within,388,461,within-category-game-a,sploush,6,140
4,within,389,441,within-category-game-a,sploush,6,140
13,within-splish,812,441,within-category-game-a,sploush,6,140
4,within,390,391,within-category-game-a,sploush,6,140
4,within,391,310,within-category-game-a,sploush,6,140
13,within-splish,795,310,within-category-game-a,sploush,6,140
4,within,392,443,within-category-game-a,sploush,6,140
13,within-splish,811,443,within-category-game-a,sploush,6,140
4,within,393,319,within-category-game-a,sploush,6,140
4,within,394,368,within-category-game-a,sploush,7,140
4,within,395,472,within-category-game-a,sploush,7,140
13,within-splish,863,472,within-category-game-a,sploush,7,140
4,within,396,512,within-category-game-a,sploush,7,140
13,within-splish,775,512,within-category-game-a,sploush,7,140
4,within,397,491,within-category-game-a,sploush,7,140
13,within-splish,818,491,within-category-game-a,sploush,7,140
4,within,398,484,within-category-game-a,sploush,7,140
4,within,399,448,within-category-game-a,sploush,7,140
4,within,400,487,within-category-game-a,sploush,8,140
4,within,401,507,within-category-game-a,sploush,8,140
13,within-splish,861,507,within-category-game-a,sploush,8,140
4,within,402,522,within-category-game-a,sploush,8,140
13,within-splish,865,522,within-category-game-a,sploush,8,140
4,within,403,312,within-category-game-a,spout,4,141
13,within-splish,800,312,within-category-game-a,spout,4,141
4,within,404,303,within-category-game-a,spout,4,141
13,within-splish,837,303,within-category-game-a,spout,4,141
4,within,405,396,within-category-game-a,spout,4,141
13,within-splish,790,396,within-category-game-a,spout,4,141
4,within,406,278,within-category-game-a,spout,4,141
4,within,407,292,within-category-game-a,spout,4,141
13,within-splish,792,292,within-category-game-a,spout,4,141
4,within,408,291,within-category-game-a,spout,5,141
13,within-splish,850,291,within-category-game-a,spout,5,141
4,within,409,318,within-category-game-a,spout,5,141
13,within-splish,799,318,within-category-game-a,spout,5,141
4,within,410,298,within-category-game-a,spout,5,141
13,within-splish,849,298,within-category-game-a,spout,5,141
4,within,411,349,within-category-game-a,spout,5,141
13,within-splish,797,349,within-category-game-a,spout,5,141
4,within,412,367,within-category-game-a,spout,5,141
4,within,413,369,within-category-game-a,spout,5,141
13,within-splish,860,369,within-category-game-a,spout,5,141
4,within,414,445,within-category-game-a,spout,5,141
4,within,415,329,within-category-game-a,spout,6,141
13,within-splish,821,329,within-category-game-a,spout,6,141
4,within,416,378,within-category-game-a,spout,6,141
13,within-splish,769,378,within-category-game-a,spout,6,141
4,within,417,440,within-category-game-a,spout,6,141
13,within-splish,778,440,within-category-game-a,spout,6,141
4,within,418,356,within-category-game-a,spout,6,141
13,within-splish,853,356,within-category-game-a,spout,6,141
4,within,419,493,within-category-game-a,spout,6,141
13,within-splish,798,493,within-category-game-a,spout,6,141
4,within,420,466,within-category-game-a,spout,6,141
13,within-splish,810,466,within-category-game-a,spout,6,141
4,within,421,424,within-category-game-a,spout,6,141
13,within-splish,791,424,within-category-game-a,spout,6,141
4,within,422,394,within-category-game-a,spout,7,141
13,within-splish,844,394,within-category-game-a,spout,7,141
4,within,423,449,within-category-game-a,spout,7,141
13,within-splish,805,449,within-category-game-a,spout,7,141
4,within,424,459,within-category-game-a,spout,7,141
13,within-splish,839,459,within-category-game-a,spout,7,141
4,within,425,509,within-category-game-a,spout,7,141
13,within-splish,817,509,within-category-game-a,spout,7,141
4,within,426,407,within-category-game-a,spout,7,141
4,within,427,398,within-category-game-a,spout,8,141
13,within-splish,836,398,within-category-game-a,spout,8,141
4,within,428,485,within-category-game-a,spout,8,141
13,within-splish,829,485,within-category-game-a,spout,8,141
4,within,429,474,within-category-game-a,spout,8,141
13,within-splish,845,474,within-category-game-a,spout,8,141
4,within,430,489,within-category-game-a,spout,9,141
13,within-splish,867,489,within-category-game-a,spout,9,141
4,within,431,513,within-category-game-a,spout,9,141
13,within-splish,842,513,within-category-game-a,spout,9,141
4,within,432,519,within-category-game-a,spout,9,141
